H1,אָב
G2221,ζωγρέω
G2222,ζωή
G2223,ζώνη
G2224,ζώννυμι
G2225,ζωογονέω
G2226,ζῶον
G2227,ζωοποιέω
G2228,ἤ
G2229,ἦ
G2230,ἡγεμονεύω
G2231,ἡγεμονία
G2232,ἡγεμών
G2233,ἡγέομαι
G2234,ἡδέως
G2235,ἤδη
G2236,ἥδιστα
G2237,ἡδονή
G2238,ἡδύοσμον
G2239,ἤθος
G2240,ἥκω
G2241,ἠλί
G2242,Ἡλί
G2243,Ἡλίας
G2244,ἡλικία
G2245,ἡλίκος
G2246,ἥλιος
G2247,ἥλος
G2248,ἡμᾶς
G2249,ἡμεῖς
G2250,ἡμέρα
G2251,ἡμέτερος
G2252,ἤμην
G2253,ἡμιθανής
G2254,ἡμῖν
G2255,ἥμισυ
G2256,ἡμιώριον
G2257,ἡμῶν
G2258,ἦν
G2259,ἡνίκα
G2260,ἤπερ
G2261,ἤπιος
G2262,Ἤρ
G2263,ἤρεμος
G2264,Ἡρώδης
G2265,Ἡρωδιανοί
G2266,Ἡρωδιάς
G2267,Ἡρωδίων
G2268,Ἡσαΐας
G2269,Ἠσαῦ
G2270,ἡσυχάζω
G2271,ἡσυχία
G2272,ἡσύχιος
G2273,ἤτοι
G2274,ἡττάω
G2275,ἥττημα
G2276,ἥττον
G2277,ἤτω
G2278,ἠχέω
G2279,ἦχος
G2280,Θαδδαῖος
G2281,θάλασσα
G2282,θάλπω
G2283,Θάμαρ
G2284,θαμβέω
G2285,θάμβος
G2286,θανάσιμος
G2287,θανατήφορος
G2288,θάνατος
G2289,θανατόω
G2290,θάπτω
G2291,Θάρα
G2292,θαρῥέω
G2293,θαρσέω
G2294,θάρσος
G2295,θαῦμα
G2296,θαυμάζω
G2297,θαυμάσιος
G2298,θαυμαστός
G2299,θεά
G2300,θεάομαι
G2301,θεατρίζω
G2302,θέατρον
G2303,θεῖον
G2304,θεῖος
G2305,θειότης
G2306,θειώδης
G2307,θέλημα
G2308,θέλησις
G2309,θέλω
G2310,θεμέλιος
G2311,θεμελιόω
G2312,θεοδίδακτος
G2313,θεομαχέω
G2314,θεόμαχος
G2315,θεόπνευστος
G2316,θεός
G2317,θεοσέβεια
G2318,θεοσεβής
G2319,θεοστυγής
G2320,θεότης
G2321,Θεόφιλος
G2322,θεραπεία
G2323,θεραπεύω
G2324,θεράπων
G2325,θερίζω
G2326,θερισμός
G2327,θεριστής
G2328,θερμαίνω
G2329,θέρμη
G2330,θέρος
G2331,Θεσσαλονικεύς
G2332,Θεσσαλονίκη
G2333,Θευδᾶς
G2334,θεωρέω
G2335,θεωρία
G2336,θήκη
G2337,θηλάζω
G2338,θήλυς
G2339,θήρα
G2340,θηρεύω
G2341,θηριομαχέω
G2342,θηρίον
G2343,θησαυρίζω
G2344,θησαυρός
G2345,θιγγάνω
G2346,θλίβω
G2347,θλίψις
G2348,θνήσκω
G2349,θνητός
G2350,θορυβέω
G2351,θόρυβος
G2352,θραύω
G2353,θρέμμα
G2354,θρηνέω
G2355,θρῆνος
G2356,θρησκεία
G2357,θρῆσκος
G2358,θριαμβεύω
G2359,θρίξ
G2360,θροέω
G2361,θρόμβος
G2362,θρόνος
G2363,Θυάτειρα
G2364,θυγάτηρ
G2365,θυγάτριον
G2366,θύελλα
G2367,θύϊνος
G2368,θυμίαμα
G2369,θυμιαστήριον
G2370,θυμιάω
G2371,θυμομαχέω
G2372,θυμός
G2373,θυμόω
G2374,θύρα
G2375,θυρεός
G2376,θυρίς
G2377,θυρωρός
G2378,θυσία
G2379,θυσιαστήριον
G2380,θύω
G2381,Θωμᾶς
G2382,θώραξ
G2383,Ἰάειρος
G2384,Ἰακώβ
G2385,Ἰάκωβος
G2386,ἴαμα
G2387,Ἰαμβρῆς
G2388,Ἰαννά
G2389,Ἰαννῆς
G2390,ἰάομαι
G2391,Ἰάρεδ
G2392,ἴασις
G2393,ἴασπις
G2394,Ἰάσων
G2395,ἰατρός
G2396,ἴδε
G2397,ἰδέα
G2398,ἴδιος
G2399,ἰδιώτης
G2400,ἰδού
G2401,Ἰδουμαία
G2402,ἱδρώς
G2403,Ἰεζαβήλ
G2404,Ἱεράπολις
G2405,ἱερατεία
G2406,ἱεράτευμα
G2407,ἱερατεύω
G2408,Ἱερεμίας
G2409,ἱερεύς
G2410,Ἱεριχώ
G2411,ἱερόν
G2412,ἱεροπρεπής
G2413,ἱερός
G2414,Ἱεροσόλυμα
G2415,Ἱεροσολυμίτης
G2416,ἱεροσυλέω
G2417,ἱερόσυλος
G2418,ἱερουργέω
G2419,Ἱερουσαλήμ
G2420,ἱερωσύνη
G2421,Ἰεσσαί
G2422,Ἰεφθάε
G2423,Ἰεχονίας
G2424,Ἰησοῦς
G2425,ἱκανός
G2426,ἱκανότης
G2427,ἱκανόω
G2428,ἱκετηρία
G2429,ἱκμάς
G2430,Ἰκόνιον
G2431,ἱλαρός
G2432,ἱλαρότης
G2433,ἱλάσκομαι
G2434,ἱλασμός
G2435,ἱλαστήριον
G2436,ἵλεως
G2437,Ἰλλυρικόν
G2438,ἱμάς
G2439,ἱματίζω
G2440,ἱμάτιον
G2441,ἱματισμός
G2442,ἱμείρομαι
G2443,ἵνα
G2444,ἱνατί
G2445,Ἰόππη
G2446,Ἰορδάνης
G2447,ἰός
G2448,Ἰουδά
G2449,Ἰουδαία
G2450,Ἰουδαΐζω
G2451,Ἰουδαϊκός
G2452,Ἰουδαϊκώς
G2453,Ἰουδαῖος
G2454,Ἰουδαϊσμός
G2455,Ἰουδάς
G2456,Ἰουλία
G2457,Ἰούλιος
G2458,Ἰουνίας
G2459,Ἰοῦστος
G2460,ἱππεύς
G2461,ἱππικόν
G2462,ἵππος
G2463,ἶρις
G2464,Ἰσαάκ
G2465,ἰσάγγελος
G2466,Ἰσαχάρ
G2467,ἴσημι
G2468,ἴσθι
G2469,Ἰσκαριώτης
G2470,ἴσος
G2471,ἰσότης
G2472,ἰσότιμος
G2473,ἰσόψυχος
G2474,Ἰσραήλ
G2475,Ἰσραηλίτης
G2476,ἵστημι
G2477,ἱστορέω
G2478,ἰσχυρός
G2479,ἰσχύς
G2480,ἰσχύω
G2481,ἴσως
G2482,Ἰταλία
G2483,Ἰταλικός
G2484,Ἰτουραΐα
G2485,ἰχθύδιον
G2486,ἰχθύς
G2487,ἴχνος
G2488,Ἰωάθαμ
G2489,Ἰωάννα
G2490,Ἰωαννᾶς
G2491,Ἰωάννης
G2492,Ἰώβ
G2493,Ἰωήλ
G2494,Ἰωνάν
G2495,Ἰωνᾶς
G2496,Ἰωράμ
G2497,Ἰωρείμ
G2498,Ἰωσαφάτ
G2499,Ἰωσή
G2500,Ἰωσῆς
G2501,Ἰωσήφ
G2502,Ἰωσίας
G2503,ἰῶτα
G2504,καγώ
G2505,καθά
G2506,καθαίρεσις
G2507,καθαιρέω
G2508,καθαίρω
G2509,καθάπερ
G2510,καθάπτω
G2511,καθαρίζω
G2512,καθαρισμός
G2513,καθαρός
G2514,καθαρότης
G2515,καθέδρα
G2516,καθέζομαι
G2517,καθεξῆς
G2518,καθεύδω
G2519,καθηγητής
G2520,καθήκω
G2521,κάθημαι
G2522,καθημερινός
G2523,καθίζω
G2524,καθίημι
G2525,καθίστημι
G2526,καθό
G2527,καθόλου
G2528,καθοπλίζω
G2529,καθοράω
G2530,καθότι
G2531,καθώς
G2532,καί
G2533,Καϊάφας
G2534,καίγε
G2535,Κάϊν
G2536,Καϊνάν
G2537,καινός
G2538,καινότης
G2539,καίπερ
G2540,καιρός
G2541,Καίσαρ
G2542,Καισάρεια
G2543,καίτοι
G2544,καίτοιγε
G2545,καίω
G2546,κἀκεῖ
G2547,κἀκεῖθεν
G2548,κἀκεῖνος
G2549,κακία
G2550,κακοήθεια
G2551,κακολογέω
G2552,κακοπάθεια
G2553,κακοπαθέω
G2554,κακοποιέω
G2555,κακοποιός
G2556,κακός
G2557,κακοῦργος
G2558,κακουχέω
G2559,κακόω
G2560,κακῶς
G2561,κάκωσις
G2562,καλάμη
G2563,κάλαμος
G2564,καλέω
G2565,καλλιέλαιος
G2566,καλλίον
G2567,καλοδιδάσκαλος
G2568,Καλοί Λιμένες
G2569,καλοποιέω
G2570,καλός
G2571,κάλυμα
G2572,καλύπτω
G2573,καλῶς
G2574,κάμηλος
G2575,κάμινος
G2576,καμμύω
G2577,κάμνω
G2578,κάμπτω
G2579,κἄν
G2580,Κανᾶ
G2581,Κανανίτης
G2582,Κανδάκη
G2583,κανών
G2584,Καπερναούμ
G2585,καπηλεύω
G2586,καπνός
G2587,Καππαδοκία
G2588,καρδία
G2589,καρδιογνώστης
G2590,καρπός
G2591,Κάρπος
G2592,καρποφορέω
G2593,καρποφόρος
G2594,καρτερέω
G2595,κάρφος
G2596,κατά
G2597,καταβαίνω
G2598,καταβάλλω
G2599,καταβαρέω
G2600,κατάβασις
G2601,καταβιβάζω
G2602,καταβολή
G2603,καταβραβεύω
G2604,καταγγελεύς
G2605,καταγγέλλω
G2606,καταγελάω
G2607,καταγινώσκω
G2608,κατάγνυμι
G2609,κατάγω
G2610,καταγωνίζομαι
G2611,καταδέω
G2612,κατάδηλος
G2613,καταδικάζω
G2614,καταδιώκω
G2615,καταδουλόω
G2616,καταδυναστεύω
G2617,καταισχύνω
G2618,κατακαίω
G2619,κατακαλύπτω
G2620,κατακαυχάομαι
G2621,κατάκειμαι
G2622,κατακλάω
G2623,κατακλείω
G2624,κατακληροδοτέω
G2625,κατακλίνω
G2626,κατακλύζω
G2627,κατακλυσμός
G2628,κατακολουθέω
G2629,κατακόπτω
G2630,κατακρημνίζω
G2631,κατάκριμα
G2632,κατακρίνω
G2633,κατάκρισις
G2634,κατακυριεύω
G2635,καταλαλέω
G2636,καταλαλία
G2637,κατάλαλος
G2638,καταλαμβάνω
G2639,καταλέγω
G2640,κατάλειμμα
G2641,καταλείπω
G2642,καταλιθάζω
G2643,καταλλαγή
G2644,καταλλάσσω
G2645,κατάλοιπος
G2646,κατάλυμα
G2647,καταλύω
G2648,καταμανθάνω
G2649,καταμαρτυρέω
G2650,καταμένω
G2651,καταμόνας
G2652,κατανάθεμα
G2653,καταναθεματίζω
G2654,καταναλίσκω
G2655,καταναρκάω
G2656,κατανεύω
G2657,κατανοέω
G2658,καταντάω
G2659,κατάνυξις
G2660,κατανύσσω
G2661,καταξιόω
G2662,καταπατέω
G2663,κατάπαυσις
G2664,καταπαύω
G2665,καταπέτασμα
G2666,καταπίνω
G2667,καταπίπτω
G2668,καταπλέω
G2669,καταπονέω
G2670,καταποντίζω
G2671,κατάρα
G2672,καταράομαι
G2673,καταργέω
G2674,καταριθμέω
G2675,καταρτίζω
G2676,κατάρτισις
G2677,καταρτισμός
G2678,κατασείω
G2679,κατασκάπτω
G2680,κατασκευάζω
G2681,κατασκηνόω
G2682,κατασκήνωσις
G2683,κατασκιάζω
G2684,κατασκοπέω
G2685,κατάσκοπος
G2686,κατασοφίζομαι
G2687,καταστέλλω
G2688,κατάστημα
G2689,καταστολή
G2690,καταστρέφω
G2691,καταστρηνιάω
G2692,καταστροφή
G2693,καταστρώννυμι
G2694,κατασύρω
G2695,κατασφάττω
G2696,κατασφραγίζω
G2697,κατάσχεσις
G2698,κατατίθημι
G2699,κατατομή
G2700,κατατοξεύω
G2701,κατατρέχω
G2702,καταφέρω
G2703,καταφεύγω
G2704,καταφθείρω
G2705,καταφιλέω
G2706,καταφρονέω
G2707,καταφροντής
G2708,καταχέω
G2709,καταχθόνιος
G2710,καταχράομαι
G2711,καταψύχω
G2712,κατείδωλος
G2713,κατέναντι
G2714,κατενώπιον
G2715,κατεξουσιάζω
G2716,κατεργάζομαι
G2717,not used
G2718,κατέρχομαι
G2719,κατεσθίω
G2720,κατευθύνω
G2721,κατεφίστημι
G2722,κατέχω
G2723,κατηγορέω
G2724,κατηγορία
G2725,κατήγορος
G2726,κατήφεια
G2727,κατηχέω
G2728,κατιόω
G2729,κατισχύω
G2730,κατοικέω
G2731,κατοίκησις
G2732,κατοικητήριον
G2733,κατοικία
G2734,κατοπτρίζομαι
G2735,κατόρθωμα
G2736,κάτω
G2737,κατώτερος
G2738,καῦμα
G2739,καυματίζω
G2740,καῦσις
G2741,καυσόω
G2742,καύσων
G2743,καυτηριάζω
G2744,καυχάομαι
G2745,καύχημα
G2746,καύχησις
G2747,Κεγχρεαί
G2748,Κεδρών
G2749,κεῖμαι
G2750,κειρία
G2751,κείρω
G2752,κέλευμα
G2753,κελεύω
G2754,κενοδοξία
G2755,κενόδοξος
G2756,κενός
G2757,κενοφωνία
G2758,κενόω
G2759,κέντρον
G2760,κεντυρίων
G2761,κενῶς
G2762,κεραία
G2763,κεραμεύς
G2764,κεραμικός
G2765,κεράμιον
G2766,κέραμος
G2767,κεράννυμι
G2768,κέρας
G2769,κεράτιον
G2770,κερδαίνω
G2771,κέρδος
G2772,κέρμα
G2773,κερματιστής
G2774,κεφάλαιον
G2775,κεφαλαιόω
G2776,κεφαλή
G2777,κεφαλίς
G2778,κῆνσος
G2779,κῆπος
G2780,κηπουρός
G2781,κηρίον
G2782,κήρυγμα
G2783,κήρυξ
G2784,κηρύσσω
G2785,κήτος
G2786,Κηφᾶς
G2787,κιβωτός
G2788,κιθάρα
G2789,κιθαρίζω
G2790,κιθαρῳδός
G2791,Κιλικία
G2792,κινάμωμον
G2793,κινδυνεύω
G2794,κίνδυνος
G2795,κινέω
G2796,κίνησις
G2797,Κίς
G2798,κλάδος
G2799,κλαίω
G2800,κλάσις
G2801,κλάσμα
G2802,Κλαύδη
G2803,Κλαυδία
G2804,Κλαύδιος
G2805,κλαυθμός
G2806,κλάω
G2807,κλείς
G2808,κλείω
G2809,κλέμμα
G2810,Κλεόπας
G2811,κλέος
G2812,κλέπτης
G2813,κλέπτω
G2814,κλῆμα
G2815,Κλήμης
G2816,κληρονομέω
G2817,κληρονομία
G2818,κληρονόμος
G2819,κλῆρος
G2820,κληρόω
G2821,κλῆσις
G2822,κλητός
G2823,κλίβανος
G2824,κλίμα
G2825,κλίνη
G2826,κλινίδιον
G2827,κλίνω
G2828,κλισία
G2829,κλοπή
G2830,κλύδων
G2831,κλυδωνίζομαι
G2832,Κλωπᾶς
G2833,κνήθω
G2834,Κνίδος
G2835,κοδράντης
G2836,κοιλία
G2837,κοιμάω
G2838,κοίμησις
G2839,κοινός
G2840,κοινόω
G2841,κοινωνέω
G2842,κοινωνία
G2843,κοινωνικός
G2844,κοινωνός
G2845,κοίτη
G2846,κοιτών
G2847,κόκκινος
G2848,κόκκος
G2849,κολάζω
G2850,κολακεία
G2851,κόλασις
G2852,κολαφίζω
G2853,κολλάω
G2854,κολλούριον
G2855,κολλυβιστής
G2856,κολοβόω
G2857,Κολοσσαί
G2858,Κολοσσαεύς
G2859,κόλπος
G2860,κολυμβάω
G2861,κολυμβήθρα
G2862,κολωνία
G2863,κομάω
G2864,κόμη
G2865,κομίζω
G2866,κομψότερον
G2867,κονιάω
G2868,κονιορτός
G2869,κοπάζω
G2870,κοπετός
G2871,κοπή
G2872,κοπιάω
G2873,κόπος
G2874,κοπρία
G2875,κόπτω
G2876,κόραξ
G2877,κοράσιον
G2878,κορβᾶν
G2879,Κορέ
G2880,κορέννυμι
G2881,Κορίνθιος
G2882,Κόρινθος
G2883,Κορνήλιος
G2884,κόρος
G2885,κοσμέω
G2886,κοσμικός
G2887,κόσμιος
G2888,κοσμοκράτωρ
G2889,κόσμος
G2890,Κούαρτος
G2891,κοῦμι
G2892,κουστωδία
G2893,κουφίζω
G2894,κόφινος
G2895,κράββατος
G2896,κράζω
G2897,κραιπάλη
G2898,κρανίον
G2899,κράσπεδον
G2900,κραταιός
G2901,κραταιόω
G2902,κρατέω
G2903,κράτιστος
G2904,κράτος
G2905,κραυγάζω
G2906,κραυγή
G2907,κρέας
G2908,κρεῖσσον
G2909,κρείττων
G2910,κρεμάννυμι
G2911,κρημνός
G2912,Κρής
G2913,Κρήσκης
G2914,Κρήτη
G2915,κριθή
G2916,κρίθινος
G2917,κρίμα
G2918,κρίνον
G2919,κρίνω
G2920,κρίσις
G2921,Κρίσπος
G2922,κριτήριον
G2923,κριτής
G2924,κριτικός
G2925,κρούω
G2926,κρυπτή
G2927,κρυπτός
G2928,κρύπτω
G2929,κρυσταλλίζω
G2930,κρύσταλλος
G2931,κρυφῆ
G2932,κτάομαι
G2933,κτῆμα
G2934,κτῆνος
G2935,κτήτωρ
G2936,κτίζω
G2937,κτίσις
G2938,κτίσμα
G2939,κτιστής
G2940,κυβεία
G2941,κυβέρνησις
G2942,κυβερνήτης
G2943,κυκλόθεν
G2944,κυκλόω
G2945,κύκλῳ
G2946,κύλισμα
G2947,κυλιόω
G2948,κυλλός
G2949,κύμα
G2950,κύμβαλον
G2951,κύμινον
G2952,κυνάριον
G2953,Κύπριος
G2954,Κύπρος
G2955,κύπτω
G2956,Κυρηναῖος
G2957,Κυρήνη
G2958,Κυρήνιος
G2959,Κυρία
G2960,κυριακός
G2961,κυριεύω
G2962,κύριος
G2963,κυριότης
G2964,κυρόω
G2965,κύων
G2966,κῶλον
G2967,κωλύω
G2968,κώμη
G2969,κωμόπολις
G2970,κῶμος
G2971,κώνωψ
G2972,Κῶς
G2973,Κωσάμ
G2974,κωφός
G2975,λαγχάνω
G2976,Λάζαρος
G2977,λάθρα
G2978,λαῖλαψ
G2979,λακτίζω
G2980,λαλέω
G2981,λαλιά
G2982,λαμά
G2983,λαμβάνω
G2984,Λάμεχ
G2985,λαμπάς
G2986,λαμπρός
G2987,λαμπρότης
G2988,λαμπρῶς
G2989,λάμπω
G2990,λανθάνω
G2991,λαξευτός
G2992,λαός
G2993,Λαοδίκεια
G2994,Λαοδικεύς
G2995,λάρυγξ
G2996,Λασαία
G2997,λάσχω
G2998,λατομέω
G2999,λατρεία
G3000,λατρεύω
G3001,λάχανον
G3002,Λεββαῖος
G3003,λεγεών
G3004,λέγω
G3005,λεῖμμα
G3006,λεῖος
G3007,λείπω
G3008,λειτουργέω
G3009,λειτουργία
G3010,λειτουργικός
G3011,λειτουργός
G3012,λέντιον
G3013,λεπίς
G3014,λέπρα
G3015,λεπρός
G3016,λεπτόν
G3017,Λευΐ
G3018,Λευΐς
G3019,Λευΐτης
G3020,Λευϊτικός
G3021,λευκαίνω
G3022,λευκός
G3023,λέων
G3024,λήθη
G3025,ληνός
G3026,λῆρος
G3027,λῃστής
G3028,λήψις
G3029,λίαν
G3030,λίβανος
G3031,λιβανωτός
G3032,Λιβερτίνος
G3033,Λιβύη
G3034,λιθάζω
G3035,λίθινος
G3036,λιθοβολέω
G3037,λίθος
G3038,λιθόστρωτος
G3039,λικμάω
G3040,λιμήν
G3041,λίμνη
G3042,λιμός
G3043,λίνον
G3044,Λῖνος
G3045,λιπαρός
G3046,λίτρα
G3047,λίψ
G3048,λογία
G3049,λογίζομαι
G3050,λογικός
G3051,λόγιον
G3052,λόγιος
G3053,λογισμός
G3054,λογομαχέω
G3055,λογομαχία
G3056,λόγος
G3057,λόγχη
G3058,λοιδορέω
G3059,λοιδορία
G3060,λοίδορος
G3061,λοίμος
G3062,λοιποί
G3063,λοιπόν
G3064,λοιποῦ
G3065,Λουκᾶς
G3066,Λούκιος
G3067,λουτρόν
G3068,λούω
G3069,Λύδδα
G3070,Λυδία
G3071,Λυκαονία
G3072,Λυκαονιστί
G3073,Λυκία
G3074,λύκος
G3075,λυμαίνομαι
G3076,λυπέω
G3077,λύπη
G3078,Λυσανίας
G3079,Λυσίας
G3080,λύσις
G3081,λυσιτελεῖ
G3082,Λύστρα
G3083,λύτρον
G3084,λυτρόω
G3085,λύτρωσις
G3086,λυτρωτής
G3087,λυχνία
G3088,λύχνος
G3089,λύω
G3090,Λωΐς
G3091,Λώτ
G3092,Μαάθ
G3093,Μαγδαλά
G3094,Μαγδαληνή
G3095,μαγεία
G3096,μαγεύω
G3097,μάγος
G3098,Μαγώγ
G3099,Μαδιάν
G3100,μαθητεύω
G3101,μαθητής
G3102,μαθήτρια
G3103,Μαθουσάλα
G3104,Μαϊνάν
G3105,μαίνομαι
G3106,μακαρίζω
G3107,μακάριος
G3108,μακαρισμός
G3109,Μακεδονία
G3110,Μακεδών
G3111,μάκελλον
G3112,μακράν
G3113,μακρόθεν
G3114,μακροθυμέω
G3115,μακροθυμία
G3116,μακροθυμώς
G3117,μακρός
G3118,μακροχρόνιος
G3119,μαλακία
G3120,μαλακός
G3121,Μαλελεήλ
G3122,μάλιστα
G3123,μᾶλλον
G3124,Μάλχος
G3125,μάμμη
G3126,μαμμωνᾶς
G3127,Μαναήν
G3128,Μανασσῆς
G3129,μανθάνω
G3130,μανία
G3131,μάννα
G3132,μαντεύομαι
G3133,μαραίνω
G3134,μαράν ἀθά
G3135,μαργαρίτης
G3136,Μάρθα
G3137,Μαριάμ
G3138,Μάρκος
G3139,μάρμαρος
G3140,μαρτυρέω
G3141,μαρτυρία
G3142,μαρτύριον
G3143,μαρτύρομαι
G3144,μάρτυς
G3145,μασσάομαι
G3146,μαστιγόω
G3147,μαστίζω
G3148,μάστιξ
G3149,μαστός
G3150,ματαιολογία
G3151,ματαιολόγος
G3152,μάταιος
G3153,ματαιότης
G3154,ματαιόω
G3155,μάτην
G3156,Ματθαῖος
G3157,Ματθάν
G3158,Ματθάτ
G3159,Ματθίας
G3160,Ματταθά
G3161,Ματταθίας
G3162,μάχαιρα
G3163,μάχη
G3164,μάχομαι
G3165,μέ
G3166,μεγαλαυχέω
G3167,μεγαλεῖος
G3168,μεγαλειότης
G3169,μεγαλοπρεπής
G3170,μεγαλύνω
G3171,μεγάλως
G3172,μεγαλωσύνη
G3173,μέγας
G3174,μέγεθος
G3175,μεγιστᾶνες
G3176,μέγιστος
G3177,μεθερμηνεύω
G3178,μέθη
G3179,μεθίστημι
G3180,μεθοδεία
G3181,μεθόριος
G3182,μεθύσκω
G3183,μέθυσος
G3184,μεθύω
G3185,μεῖζον
G3186,μειζότερος
G3187,μείζων
G3188,μέλαν
G3189,μέλας
G3190,Μελεᾶς
G3191,μελετάω
G3192,μέλι
G3193,μελίσσιος
G3194,Μελίτη
G3195,μέλλω
G3196,μέλος
G3197,Μελχί
G3198,Μελχισεδέκ
G3199,μέλω
G3200,μεμβράνα
G3201,μέμφομαι
G3202,μεμψίμοιρος
G3203,not used
G3204,not used
G3205,not used
G3206,not used
G3207,not used
G3208,not used
G3209,not used
G3210,not used
G3211,not used
G3212,not used
G3213,not used
G3214,not used
G3215,not used
G3216,not used
G3217,not used
G3218,not used
G3219,not used
G3220,not used
G3221,not used
G3222,not used
G3223,not used
G3224,not used
G3225,not used
G3226,not used
G3227,not used
G3228,not used
G3229,not used
G3230,not used
G3231,not used
G3232,not used
G3233,not used
G3234,not used
G3235,not used
G3236,not used
G3237,not used
G3238,not used
G3239,not used
G3240,not used
G3241,not used
G3242,not used
G3243,not used
G3244,not used
G3245,not used
G3246,not used
G3247,not used
G3248,not used
G3249,not used
G3250,not used
G3251,not used
G3252,not used
G3253,not used
G3254,not used
G3255,not used
G3256,not used
G3257,not used
G3258,not used
G3259,not used
G3260,not used
G3261,not used
G3262,not used
G3263,not used
G3264,not used
G3265,not used
G3266,not used
G3267,not used
G3268,not used
G3269,not used
G3270,not used
G3271,not used
G3272,not used
G3273,not used
G3274,not used
G3275,not used
G3276,not used
G3277,not used
G3278,not used
G3279,not used
G3280,not used
G3281,not used
G3282,not used
G3283,not used
G3284,not used
G3285,not used
G3286,not used
G3287,not used
G3288,not used
G3289,not used
G3290,not used
G3291,not used
G3292,not used
G3293,not used
G3294,not used
G3295,not used
G3296,not used
G3297,not used
G3298,not used
G3299,not used
G3300,not used
G3301,not used
G3302,not used
G3303,μέν
G3304,μενοῦνγε
G3305,μέντοι
G3306,μένω
G3307,μερίζω
G3308,μέριμνα
G3309,μεριμνάω
G3310,μερίς
G3311,μερισμός
G3312,μεριστής
G3313,μέρος
G3314,μεσημβρία
G3315,μεσιτεύω
G3316,μεσίτης
G3317,μεσονύκτιον
G3318,Μεσοποταμία
G3319,μέσος
G3320,μεσότοιχον
G3321,μεσουράνημα
G3322,μεσόω
G3323,Μεσσίας
G3324,μεστός
G3325,μεστόω
G3326,μετά
G3327,μεταβαίνω
G3328,μεταβάλλω
G3329,μετάγω
G3330,μεταδίδωμι
G3331,μετάθεσις
G3332,μεταίρω
G3333,μετακαλέω
G3334,μετακινέω
G3335,μεταλαμβάνω
G3336,μετάληψις
G3337,μεταλλάσσω
G3338,μεταμέλλομαι
G3339,μεταμορφόω
G3340,μετανοέω
G3341,μετάνοια
G3342,μεταξύ
G3343,μεταπέμπω
G3344,μεταστρέφω
G3345,μετασχηματίζω
G3346,μετατίθημι
G3347,μετέπειτα
G3348,μετέχω
G3349,μετεωρίζω
G3350,μετοικεσία
G3351,μετοικίζω
G3352,μετοχή
G3353,μέτοχος
G3354,μετρέω
G3355,μετρητής
G3356,μετριοπαθέω
G3357,μετρίως
G3358,μέτρον
G3359,μέτωπον
G3360,μέχρι
G3361,μή
G3362,ἐάν μή
G3363,ἵνα μή
G3364,οὐ μή
G3365,μηδαμῶς
G3366,μηδέ
G3367,μηδείς
G3368,μηδέποτε
G3369,μηδέπω
G3370,Μῆδος
G3371,μηκέτι
G3372,μῆκος
G3373,μηκύνω
G3374,μηλωτή
G3375,μήν
G3376,μήν
G3377,μηνύω
G3378,μή οὐκ
G3379,μήποτε
G3380,μήπω
G3381,μήπως
G3382,μηρός
G3383,μήτε
G3384,μήτηρ
G3385,μήτι
G3386,μήτιγε
G3387,μήτις
G3388,μήτρα
G3389,μητραλῴας
G3390,μητρόπολις
G3391,μία
G3392,μιαίνω
G3393,μίασμα
G3394,μιασμός
G3395,μίγμα
G3396,μίγνυμι
G3397,μικρόν
G3398,μικρός
G3399,Μίλητος
G3400,μίλιον
G3401,μιμέομαι
G3402,μιμητής
G3403,μιμνήσκω
G3404,μισέω
G3405,μισθαποδοσία
G3406,μισθαποδότης
G3407,μίσθιος
G3408,μισθός
G3409,μισθόω
G3410,μίσθωμα
G3411,μισθωτός
G3412,Μιτυλήνη
G3413,Μιχαήλ
G3414,μνᾶ
G3415,μνάομαι
G3416,Μνάσων
G3417,μνεία
G3418,μνῆμα
G3419,μνημεῖον
G3420,μνήμη
G3421,μνημονεύω
G3422,μνημόσυνον
G3423,μνηστεύω
G3424,μογιλάλος
G3425,μόγις
G3426,μόδιος
G3427,μοί
G3428,μοιχαλίς
G3429,μοιχάω
G3430,μοιχεία
G3431,μοιχεύω
G3432,μοιχός
G3433,μόλις
G3434,Μολόχ
G3435,μολύνω
G3436,μολυσμός
G3437,μομφή
G3438,μονή
G3439,μονογενής
G3440,μόνον
G3441,μόνος
G3442,μονόφθαλμος
G3443,μονόω
G3444,μορφή
G3445,μορφόω
G3446,μόρφωσις
G3447,μοσχοποιέω
G3448,μόσχος
G3449,μόχθος
G3450,μοῦ
G3451,μουσικός
G3452,μυελός
G3453,μυέω
G3454,μύθος
G3455,μυκάομαι
G3456,μυκτηρίζω
G3457,μυλικός
G3458,μύλος
G3459,μύλων
G3460,Μύρα
G3461,μυρίας
G3462,μυρίζω
G3463,μύριοι
G3464,μύρον
G3465,Μυσία
G3466,μυστήριον
G3467,μυωπάζω
G3468,μώλωψ
G3469,μωμάομαι
G3470,μῶμος
G3471,μωραίνω
G3472,μωρία
G3473,μωρολογία
G3474,μωρός
G3475,Μωσῆς
G3476,Ναασσών
G3477,Ναγγαί
G3478,Ναζαρέτ
G3479,Ναζαρηνός
G3480,Ναζωραῖος
G3481,Ναθάν
G3482,Ναθαναήλ
G3483,ναί
G3484,Ναΐν
G3485,ναός
G3486,Ναούμ
G3487,νάρδος
G3488,Νάρκισσος
G3489,ναυαγέω
G3490,ναύκληρος
G3491,ναῦς
